Name,CompanyType,ValidationStatus,Phone_Type,Phone_Number,Email_Type,Email_Value,Email_Active,TaxID,Identifiers_Type,Identifiers_Value,Identifiers_Status,Address Input,Address Line 1,Address Line 2,City,State or Province,Country,Postal Code,Zip5,Zip4
"Riley, Casey and Reid",Public,Rejected,Home,(513) 429-8522,Business,janice.terrell@riley.com,True,TAX63839,TIN,iR23783,Pending,"2490 Joshua Station Apt. 075, Suite 732, Lake Anthonyberg, WA 50904-8494",2490 Joshua Station Apt. 075,Suite 732,Lake Anthonyberg,WA,USA,50904-8494,50904,8494
Dorsey-Moreno,LLC,Approved,Fax,(740) 533-3810,Sales,bryce.russell@dorseymoreno.com,True,TAX56493,PAN,pG99930,Inactive,"092 Huff Path, Apt. 182, South Matthewville, UT 25705-7331",092 Huff Path,Apt. 182,South Matthewville,UT,USA,25705-7331,25705,7331
White Group,Non-Profit,Pending,Office,(676) 317-7591,Sales,kevin.stanley@white.com,True,TAX59473,TIN,ln56572,Active,"19188 Alejandro Green, Apt. 871, Charlottehaven, IA 15603-6761",19188 Alejandro Green,Apt. 871,Charlottehaven,IA,USA,15603-6761,15603,6761
Hicks Inc,LLC,Validated,Home,(696) 466-2864,Business,michael.curry@hicks.com,True,TAX30249,LEI,mn84411,Expired,"7142 Dominguez Fields Apt. 877, Brianburgh, MP 57555-6256",7142 Dominguez Fields Apt. 877,,Brianburgh,MP,USA,57555-6256,57555,6256
"Perez, Bonilla and Butler",Public,Pending,Fax,(465) 466-9964,HR,john.castro@perez.com,False,TAX74846,DUNS,cy63374,Inactive,"50943 Reed Vista, North Eric, RI 13376-6694",50943 Reed Vista,,North Eric,RI,USA,13376-6694,13376,6694
Barrett-Young,Non-Profit,Approved,Mobile,(473) 365-6368,HR,craig.watson@barrettyoung.com,True,TAX74602,DUNS,ht36488,Expired,"31410 Williams Locks, Clarkhaven, KY 75780-8010",31410 Williams Locks,,Clarkhaven,KY,USA,75780-8010,75780,8010
"Calderon, Spencer and Dalton",Public,In Review,Mobile,(857) 619-6469,Personal,robert.vargas@calderon.com,True,TAX40410,LEI,Bo50522,Pending,"27616 Nicholas Courts Suite 923, Apt. 170, Adkinsville, IL 52717-6911",27616 Nicholas Courts Suite 923,Apt. 170,Adkinsville,IL,USA,52717-6911,52717,6911
Brown-Burns,Non-Profit,Approved,Office,(218) 582-4468,Business,zachary.roberts@brownburns.com,True,TAX64678,LEI,rl50725,Expired,"758 Paul Ramp Apt. 231, Suite 202, New Aaronfort, ME 97300-1135",758 Paul Ramp Apt. 231,Suite 202,New Aaronfort,ME,USA,97300-1135,97300,1135
"Harmon, Johnson and Nelson",Public,Pending,Fax,(589) 340-5394,Support,sara.white@harmon.com,True,TAX72533,TIN,WX25862,Pending,"35168 Reeves Unions, Choiburgh, CA 94023-5557",35168 Reeves Unions,,Choiburgh,CA,USA,94023-5557,94023,5557
"Ortiz, Waters and Garner",Public,Pending,Home,(263) 593-1051,Business,lisa.howell@ortiz.com,False,TAX20065,LEI,zx57886,Inactive,"621 Johnson Mountain, Marquezhaven, KY 30418-4759",621 Johnson Mountain,,Marquezhaven,KY,USA,30418-4759,30418,4759
"Montgomery, Perry and Callahan",Partnership,Approved,Fax,(221) 750-2340,Support,brett.hinton@montgomery.com,True,TAX14586,EIN,Xj93956,Inactive,"0107 Matthew Views Apt. 587, Simmonsmouth, ME 10262-3923",0107 Matthew Views Apt. 587,,Simmonsmouth,ME,USA,10262-3923,10262,3923
Ramirez Inc,LLC,Rejected,Mobile,(815) 944-7284,HR,robert.phillips@ramirez.com,True,TAX63953,GST,JB14200,Active,"752 Caitlin Course Suite 447, Watkinsstad, AL 25799-5856",752 Caitlin Course Suite 447,,Watkinsstad,AL,USA,25799-5856,25799,5856
Moore Group,Partnership,In Review,Fax,(840) 697-1233,Support,paul.gardner@moore.com,False,TAX65331,DUNS,eC92023,Pending,"112 Andre Rapids, Brownchester, NC 48444-9498",112 Andre Rapids,,Brownchester,NC,USA,48444-9498,48444,9498
Patton-Greene,Private,Rejected,Fax,(701) 463-2972,Sales,debra.moran@pattongreene.com,False,TAX32921,GST,Pq04827,Expired,"4846 Solomon Shore Suite 361, Suite 099, Lake Erinberg, MP 60223-2543",4846 Solomon Shore Suite 361,Suite 099,Lake Erinberg,MP,USA,60223-2543,60223,2543
Brown-Robles,LLC,Approved,Office,(392) 878-7396,Business,deborah.huang@brownrobles.com,True,TAX97395,DUNS,yI71696,Expired,"2034 Stephen Ville, Port Jasonmouth, VT 44410-5551",2034 Stephen Ville,,Port Jasonmouth,VT,USA,44410-5551,44410,5551
Ellis-Hernandez,Non-Profit,Pending,Home,(871) 729-7642,Personal,heather.perez@ellishernandez.com,True,TAX81865,EIN,bs20843,Inactive,"367 Howard Track, Apt. 978, North Natashabury, MT 42442-4186",367 Howard Track,Apt. 978,North Natashabury,MT,USA,42442-4186,42442,4186
Mclean LLC,Private,Rejected,Office,(867) 253-9092,Support,robin.russell@mclean.com,True,TAX58731,TIN,AT37426,Pending,"988 Jacob Creek Suite 371, Suite 707, Hawkinsside, NM 48165-4245",988 Jacob Creek Suite 371,Suite 707,Hawkinsside,NM,USA,48165-4245,48165,4245
"Franklin, Hill and Howell",Private,In Review,Home,(905) 550-9807,Personal,john.brennan@franklin.com,False,TAX54763,DUNS,qw69776,Expired,"9354 Robin Flats Suite 401, Suite 044, Lauraville, TN 78071-2888",9354 Robin Flats Suite 401,Suite 044,Lauraville,TN,USA,78071-2888,78071,2888
Gardner Ltd,Private,Approved,Office,(748) 976-7939,Personal,gabrielle.daniels@gardner.com,True,TAX47909,LEI,VK31979,Expired,"43516 Holt Lodge, Ramosstad, FM 29276-1796",43516 Holt Lodge,,Ramosstad,FM,USA,29276-1796,29276,1796
"Brown, Perez and Jones",Public,Validated,Home,(435) 978-1822,HR,mary.armstrong@brown.com,True,TAX73934,DUNS,sh71848,Pending,"40479 Patrick Parks, Burtonfort, ME 99434-9610",40479 Patrick Parks,,Burtonfort,ME,USA,99434-9610,99434,9610
Cruz-Marks,Non-Profit,Approved,Mobile,(252) 626-2431,Sales,brooke.berger@cruzmarks.com,False,TAX61124,TIN,rQ70598,Pending,"4755 Daniel Drive, Houstontown, IN 91134-8297",4755 Daniel Drive,,Houstontown,IN,USA,91134-8297,91134,8297
Rose LLC,Public,In Review,Home,(567) 964-7896,Sales,danny.reese@rose.com,True,TAX99649,LEI,Zn87919,Pending,"648 Robertson Fork Suite 884, Lawrenceland, CO 10352-6885",648 Robertson Fork Suite 884,,Lawrenceland,CO,USA,10352-6885,10352,6885
Owen LLC,Partnership,Pending,Office,(482) 306-5295,Support,ronald.anderson@owen.com,False,TAX43201,GST,cq07566,Active,"58750 Duke Village Suite 630, Apt. 361, Lake Stephenchester, VT 75889-9812",58750 Duke Village Suite 630,Apt. 361,Lake Stephenchester,VT,USA,75889-9812,75889,9812
Nunez-Martin,Partnership,In Review,Home,(581) 718-5542,Business,michael.stout@nunezmartin.com,True,TAX26078,DUNS,uX56767,Pending,"7357 Leslie Trafficway Suite 969, Chaseborough, NV 93269-7826",7357 Leslie Trafficway Suite 969,,Chaseborough,NV,USA,93269-7826,93269,7826
Gonzales and Sons,Public,Pending,Fax,(348) 263-7092,Sales,nathaniel.love@gonzales.com,True,TAX85926,LEI,LI93593,Inactive,"3363 Ashley Squares, Apt. 732, Thomasmouth, OK 39004-7557",3363 Ashley Squares,Apt. 732,Thomasmouth,OK,USA,39004-7557,39004,7557
Miller-Wood,Non-Profit,Approved,Mobile,(502) 681-4410,Business,brandon.berg@millerwood.com,False,TAX51034,LEI,Fs72892,Expired,"81441 Kimberly Coves, Apt. 938, Jefffurt, AL 60932-5117",81441 Kimberly Coves,Apt. 938,Jefffurt,AL,USA,60932-5117,60932,5117
Price-Stewart,Non-Profit,Validated,Fax,(927) 276-1915,Business,laurie.jones@pricestewart.com,False,TAX19074,TIN,bv10663,Active,"06834 Cindy Terrace Suite 602, New Stevenshire, LA 19930-5452",06834 Cindy Terrace Suite 602,,New Stevenshire,LA,USA,19930-5452,19930,5452
Cannon Ltd,Private,Approved,Home,(996) 505-9123,Sales,michael.washington@cannon.com,False,TAX44681,GST,IA96678,Active,"789 Hernandez Lake Apt. 540, Suite 816, North Deborah, HI 44346-5191",789 Hernandez Lake Apt. 540,Suite 816,North Deborah,HI,USA,44346-5191,44346,5191
Hardin Group,Government,Pending,Home,(579) 810-2708,HR,jason.hahn@hardin.com,True,TAX19415,TIN,XC70351,Expired,"5060 Jackson Curve, Suite 248, Meghanberg, PA 11183-8533",5060 Jackson Curve,Suite 248,Meghanberg,PA,USA,11183-8533,11183,8533
"Moore, Boyd and Camacho",Government,Pending,Home,(263) 807-1906,HR,ray.benson@moore.com,False,TAX66558,DUNS,yr77327,Active,"47350 Kimberly Glen, Suite 453, Baileyfurt, MH 42711-2240",47350 Kimberly Glen,Suite 453,Baileyfurt,MH,USA,42711-2240,42711,2240
Best-Garcia,Government,Approved,Fax,(987) 221-7208,Personal,tracy.romero@bestgarcia.com,False,TAX74013,TIN,lW37838,Inactive,"1387 Webb Manor Apt. 556, Gregorymouth, WY 89691-3721",1387 Webb Manor Apt. 556,,Gregorymouth,WY,USA,89691-3721,89691,3721
Walls Group,Government,Pending,Fax,(879) 399-5595,Sales,timothy.robinson@walls.com,True,TAX25013,DUNS,fZ83945,Inactive,"85664 Andrew View, Delgadoton, WA 82297-3379",85664 Andrew View,,Delgadoton,WA,USA,82297-3379,82297,3379
Barker Ltd,Government,Pending,Home,(584) 706-9050,Sales,david.brown@barker.com,False,TAX93765,LEI,eZ71702,Inactive,"2972 Smith Square, Suite 131, Lake Kellyport, CA 24586-7299",2972 Smith Square,Suite 131,Lake Kellyport,CA,USA,24586-7299,24586,7299
Gonzalez-Carter,LLC,Validated,Mobile,(811) 583-8452,Business,arthur.may@gonzalezcarter.com,True,TAX80261,DUNS,pb26458,Inactive,"4984 Robin Point Suite 743, Suite 565, Veronicaborough, AZ 77184-6315",4984 Robin Point Suite 743,Suite 565,Veronicaborough,AZ,USA,77184-6315,77184,6315
Cole LLC,LLC,Approved,Mobile,(697) 231-2594,Sales,jacob.bailey@cole.com,True,TAX37395,TIN,tY82102,Expired,"34080 Erin Viaduct, Apt. 341, Hollandland, PW 66322-7499",34080 Erin Viaduct,Apt. 341,Hollandland,PW,USA,66322-7499,66322,7499
"Nielsen, Cabrera and Davis",Government,Pending,Mobile,(783) 919-4494,Business,lauren.bell@nielsen.com,True,TAX10082,GST,IL97904,Inactive,"5408 Armstrong Squares Apt. 175, West Kyle, HI 92724-8018",5408 Armstrong Squares Apt. 175,,West Kyle,HI,USA,92724-8018,92724,8018
Gamble and Sons,Government,Pending,Office,(684) 462-1651,Sales,brandi.thomas@gamble.com,False,TAX18260,TIN,Fw41116,Pending,"908 Wise Village Suite 054, East Lauren, TX 85373-6862",908 Wise Village Suite 054,,East Lauren,TX,USA,85373-6862,85373,6862
"Franklin, Larson and Lopez",Government,Pending,Fax,(254) 621-5966,Personal,juan.hall@franklin.com,True,TAX63130,EIN,lX25522,Active,"14098 Erika Radial Apt. 085, Garybury, MT 99076-6738",14098 Erika Radial Apt. 085,,Garybury,MT,USA,99076-6738,99076,6738
"Rogers, Ferguson and Richards",Public,Validated,Fax,(618) 874-9935,Personal,mary.olson@rogers.com,False,TAX29616,TIN,sF13583,Active,"880 Ford Port Suite 124, Apt. 932, East Nathan, NC 92424-9662",880 Ford Port Suite 124,Apt. 932,East Nathan,NC,USA,92424-9662,92424,9662
Jackson LLC,Public,In Review,Home,(700) 993-6929,HR,misty.scott@jackson.com,False,TAX35186,DUNS,PR82665,Pending,"10691 Combs Mountains, Lewischester, MA 27137-3429",10691 Combs Mountains,,Lewischester,MA,USA,27137-3429,27137,3429
"Davis, Moon and Zimmerman",Private,Rejected,Office,(321) 323-7431,Personal,shannon.lopez@davis.com,True,TAX55780,LEI,nm12416,Inactive,"458 Barry Inlet, Apt. 748, North Nicolefort, FL 70749-5880",458 Barry Inlet,Apt. 748,North Nicolefort,FL,USA,70749-5880,70749,5880
Mccormick-Mendez,LLC,Approved,Mobile,(587) 898-2761,Business,colleen.shaw@mccormickmendez.com,True,TAX75864,TIN,IN35322,Inactive,"609 Silva Harbor, Suite 044, Sullivanport, AL 71388-6697",609 Silva Harbor,Suite 044,Sullivanport,AL,USA,71388-6697,71388,6697
Williams-Bentley,Non-Profit,Validated,Office,(833) 257-4252,Sales,catherine.hernandez@williamsbentley.com,True,TAX34038,DUNS,Hf00398,Expired,"526 Angel Ridge Suite 424, South Shari, RI 62207-1882",526 Angel Ridge Suite 424,,South Shari,RI,USA,62207-1882,62207,1882
Lee Inc,Partnership,In Review,Fax,(756) 367-1960,Sales,chris.johnson@lee.com,False,TAX28348,LEI,Bu35765,Pending,"23902 Cameron Orchard, Suite 227, Julieburgh, WA 66633-2814",23902 Cameron Orchard,Suite 227,Julieburgh,WA,USA,66633-2814,66633,2814
Jordan-Johnson,Non-Profit,Approved,Home,(657) 271-2075,HR,erin.cooper@jordanjohnson.com,True,TAX55670,TIN,eU94738,Inactive,"260 Cobb Shoal Suite 882, Richardport, ND 17276-5063",260 Cobb Shoal Suite 882,,Richardport,ND,USA,17276-5063,17276,5063
"Pham, Hernandez and Bennett",Government,Validated,Mobile,(969) 979-9975,Personal,valerie.sanchez@pham.com,True,TAX81936,GST,Mf60304,Expired,"2157 William Row, Apt. 230, Port Vanessa, AR 23606-2046",2157 William Row,Apt. 230,Port Vanessa,AR,USA,23606-2046,23606,2046
Conrad-Andrade,Non-Profit,Rejected,Mobile,(507) 616-2192,HR,daniel.rich@conradandrade.com,True,TAX16844,GST,Ou72888,Expired,"189 Beverly Wall Suite 375, Apt. 173, North Brandontown, SD 44278-2406",189 Beverly Wall Suite 375,Apt. 173,North Brandontown,SD,USA,44278-2406,44278,2406
"Morrow, Maynard and Howell",Non-Profit,Approved,Office,(485) 690-4852,Sales,kristen.gonzalez@morrow.com,False,TAX50810,LEI,kC84311,Pending,"53500 Wayne Vista, Whitakerland, MN 29766-9180",53500 Wayne Vista,,Whitakerland,MN,USA,29766-9180,29766,9180
"Perez, Sexton and Richardson",Public,Pending,Office,(952) 579-9752,Support,steven.stein@perez.com,True,TAX39656,EIN,Zl50164,Pending,"520 Escobar Crest, Apt. 460, Austinton, TX 71288-4114",520 Escobar Crest,Apt. 460,Austinton,TX,USA,71288-4114,71288,4114
"Matthews, Rivera and Salazar",Private,Rejected,Office,(424) 462-2598,Sales,samuel.sweeney@matthews.com,True,TAX74256,DUNS,AO81332,Expired,"315 Morgan Plains Suite 444, Woodshire, PW 22324-5660",315 Morgan Plains Suite 444,,Woodshire,PW,USA,22324-5660,22324,5660
Smith-Green,Private,In Review,Mobile,(728) 385-5761,HR,lauren.gonzalez@smithgreen.com,False,TAX37041,EIN,Xn57690,Inactive,"2518 Robert Branch Suite 640, South Deborah, IA 46339-7197",2518 Robert Branch Suite 640,,South Deborah,IA,USA,46339-7197,46339,7197
"Hunt, Nelson and Smith",Public,Validated,Home,(660) 794-9567,HR,sara.graham@hunt.com,True,TAX39331,EIN,PJ67107,Inactive,"61850 Miller Club Suite 571, Leonardhaven, PA 64339-2750",61850 Miller Club Suite 571,,Leonardhaven,PA,USA,64339-2750,64339,2750
Wall LLC,Non-Profit,Approved,Office,(674) 666-6056,Sales,andrew.robinson@wall.com,False,TAX36556,PAN,gp15428,Inactive,"00277 Ruiz Valley Apt. 676, Suite 859, South Kennethchester, PW 88119-1064",00277 Ruiz Valley Apt. 676,Suite 859,South Kennethchester,PW,USA,88119-1064,88119,1064
Lee LLC,Public,Validated,Office,(682) 929-9069,Business,steve.green@lee.com,True,TAX21541,EIN,XD05858,Inactive,"32139 Nathan Well Apt. 473, Port Brittneyfurt, VI 43935-1961",32139 Nathan Well Apt. 473,,Port Brittneyfurt,VI,USA,43935-1961,43935,1961
"Castaneda, Higgins and Fuentes",LLC,Rejected,Mobile,(757) 320-8269,Support,michael.thompson@castaneda.com,True,TAX54481,TIN,Ck19437,Inactive,"372 Hunt Islands Apt. 588, Suite 859, Port Gabrielhaven, PR 29431-3629",372 Hunt Islands Apt. 588,Suite 859,Port Gabrielhaven,PR,USA,29431-3629,29431,3629
Kemp Group,Non-Profit,Pending,Fax,(934) 398-4927,Support,hannah.miller@kemp.com,True,TAX47293,EIN,hB63038,Pending,"460 Kevin Brooks, Scottberg, FL 82054-2613",460 Kevin Brooks,,Scottberg,FL,USA,82054-2613,82054,2613
West Ltd,Public,Pending,Mobile,(701) 744-8753,Support,scott.davis@west.com,False,TAX69775,DUNS,Yg65445,Active,"263 Beth Bridge, Martinezside, AL 18629-2535",263 Beth Bridge,,Martinezside,AL,USA,18629-2535,18629,2535
Williams Group,Public,In Review,Home,(959) 600-6730,Support,rose.ingram@williams.com,False,TAX46484,GST,Km02291,Active,"539 Sylvia Walks Apt. 725, Port Erinbury, NC 12516-7506",539 Sylvia Walks Apt. 725,,Port Erinbury,NC,USA,12516-7506,12516,7506
Cobb-Boyle,Partnership,Pending,Mobile,(699) 397-1070,Sales,anne.palmer@cobbboyle.com,False,TAX87139,GST,Nu79704,Active,"601 Morgan Courts, Apt. 928, West Christopher, NE 91678-7463",601 Morgan Courts,Apt. 928,West Christopher,NE,USA,91678-7463,91678,7463
Duncan-Medina,Public,In Review,Home,(621) 973-9651,Personal,larry.perry@duncanmedina.com,False,TAX74319,EIN,id78740,Expired,"48891 Cox Coves, East Davidshire, ND 71801-8105",48891 Cox Coves,,East Davidshire,ND,USA,71801-8105,71801,8105
Medina-Flores,Government,Approved,Fax,(624) 596-1484,Sales,jessica.casey@medinaflores.com,False,TAX23997,TIN,cR72823,Inactive,"03579 Luis Plaza Suite 046, Jacobstad, AZ 76667-4673",03579 Luis Plaza Suite 046,,Jacobstad,AZ,USA,76667-4673,76667,4673
Miller PLC,Partnership,Pending,Home,(852) 891-5222,Business,rose.arnold@miller.com,False,TAX27574,EIN,IE60324,Active,"7982 Bowen Flat, Suite 923, Port Carlos, VI 10802-8193",7982 Bowen Flat,Suite 923,Port Carlos,VI,USA,10802-8193,10802,8193
"Chapman, Bailey and Haley",LLC,Validated,Office,(975) 753-4272,Business,katherine.allen@chapman.com,False,TAX10771,TIN,se16936,Expired,"0880 Chen Fall, Suite 236, Lake Nathan, IN 60749-8829",0880 Chen Fall,Suite 236,Lake Nathan,IN,USA,60749-8829,60749,8829
"Hicks, Cortez and Smith",LLC,In Review,Mobile,(390) 291-8086,Sales,chad.clayton@hicks.com,True,TAX30552,LEI,HZ57273,Pending,"7991 Gary Wall, Tinaside, MS 41216-5659",7991 Gary Wall,,Tinaside,MS,USA,41216-5659,41216,5659
Casey LLC,Public,Validated,Mobile,(523) 976-4418,Business,jeremiah.rose@casey.com,False,TAX83199,GST,XH27678,Expired,"305 Sandy Terrace Apt. 134, West Carlosshire, IA 91025-8179",305 Sandy Terrace Apt. 134,,West Carlosshire,IA,USA,91025-8179,91025,8179
"Brown, Mitchell and Roberson",Government,Validated,Office,(904) 867-7838,Sales,samuel.ortega@brown.com,True,TAX35357,TIN,Wz53508,Expired,"406 Katrina Meadows Apt. 481, Apt. 040, Michaelland, NJ 43084-8021",406 Katrina Meadows Apt. 481,Apt. 040,Michaelland,NJ,USA,43084-8021,43084,8021
Wright and Sons,Private,In Review,Mobile,(607) 238-5132,Business,cassie.bryant@wright.com,False,TAX54646,PAN,CL61454,Pending,"96785 Parks Brooks Suite 399, Suite 412, Lake Aaron, TX 10035-4631",96785 Parks Brooks Suite 399,Suite 412,Lake Aaron,TX,USA,10035-4631,10035,4631
Russell-Smith,Partnership,Rejected,Mobile,(700) 587-5721,Support,michelle.shepard@russellsmith.com,True,TAX20387,TIN,Qj03827,Active,"3539 Amber Plains, Suite 710, Lake Philipmouth, PW 87806-3173",3539 Amber Plains,Suite 710,Lake Philipmouth,PW,USA,87806-3173,87806,3173
"Johnson, Murray and Morris",Partnership,Pending,Fax,(343) 789-9342,Sales,jeffery.levine@johnson.com,True,TAX32330,DUNS,hb09201,Expired,"30064 Vanessa Ports Apt. 468, Suite 645, Tiffanyland, WA 92473-6658",30064 Vanessa Ports Apt. 468,Suite 645,Tiffanyland,WA,USA,92473-6658,92473,6658
Montgomery-Wilkins,Public,Pending,Home,(718) 827-8095,Sales,julia.bell@montgomerywilkins.com,False,TAX41263,LEI,fv94664,Inactive,"49326 Maxwell Wells, Cobbmouth, MO 53993-7488",49326 Maxwell Wells,,Cobbmouth,MO,USA,53993-7488,53993,7488
Johnson-Buck,Public,Rejected,Fax,(285) 859-7154,Personal,mark.thomas@johnsonbuck.com,True,TAX35010,PAN,TX21109,Inactive,"8460 Meyer Port Apt. 741, Apt. 881, New Benjamin, NE 64702-5785",8460 Meyer Port Apt. 741,Apt. 881,New Benjamin,NE,USA,64702-5785,64702,5785
"Bond, Smith and Smith",Partnership,Rejected,Mobile,(282) 812-5915,Support,jesse.ayala@bond.com,True,TAX78532,EIN,dh88190,Inactive,"80217 Rowland Wells, New Jeanneland, ND 71468-9456",80217 Rowland Wells,,New Jeanneland,ND,USA,71468-9456,71468,9456
Keller PLC,LLC,Rejected,Office,(502) 247-6184,HR,alexandra.friedman@keller.com,False,TAX79551,LEI,hk48622,Active,"7390 Harrington Lane Apt. 235, Suite 865, Elizabethfort, NJ 87567-7989",7390 Harrington Lane Apt. 235,Suite 865,Elizabethfort,NJ,USA,87567-7989,87567,7989
Burnett Ltd,Partnership,In Review,Mobile,(570) 945-4443,Personal,timothy.brown@burnett.com,False,TAX42282,EIN,Vb75802,Active,"320 Williams Spurs Apt. 456, New Jessica, TN 79961-3363",320 Williams Spurs Apt. 456,,New Jessica,TN,USA,79961-3363,79961,3363
Smith-Allen,Private,Rejected,Office,(846) 766-4368,Personal,caroline.smith@smithallen.com,True,TAX99619,TIN,cr59691,Inactive,"709 Christina Walks, Apt. 769, North Jamiemouth, MI 89113-4205",709 Christina Walks,Apt. 769,North Jamiemouth,MI,USA,89113-4205,89113,4205
"Sims, Williams and Collins",LLC,Rejected,Office,(297) 961-4139,HR,danny.jones@sims.com,True,TAX70369,DUNS,Ps55424,Active,"39733 Madison Fords, Valenciaberg, NE 28218-4887",39733 Madison Fords,,Valenciaberg,NE,USA,28218-4887,28218,4887
Travis-Thomas,Private,Rejected,Office,(550) 663-4545,Sales,albert.williams@travisthomas.com,True,TAX17443,LEI,RI21845,Expired,"8587 Leah Islands Suite 683, Apt. 934, Stevenview, MD 22134-3136",8587 Leah Islands Suite 683,Apt. 934,Stevenview,MD,USA,22134-3136,22134,3136
Bailey LLC,Government,Validated,Fax,(222) 755-7602,Support,christopher.lam@bailey.com,True,TAX44032,GST,Hp85906,Expired,"69725 Brian Mission Suite 490, Suite 372, New Brittanyburgh, MA 28366-4774",69725 Brian Mission Suite 490,Suite 372,New Brittanyburgh,MA,USA,28366-4774,28366,4774
Carr LLC,Partnership,In Review,Mobile,(708) 839-5280,Personal,amy.bartlett@carr.com,True,TAX59563,LEI,aQ26150,Expired,"4783 Adriana Stream, Suite 584, Cooperhaven, IA 50517-7143",4783 Adriana Stream,Suite 584,Cooperhaven,IA,USA,50517-7143,50517,7143
Morrow-Warren,Public,Rejected,Mobile,(722) 962-1116,Support,vanessa.webb@morrowwarren.com,False,TAX49731,GST,KN28938,Expired,"1352 Vargas Roads, East Edwin, CO 22626-8695",1352 Vargas Roads,,East Edwin,CO,USA,22626-8695,22626,8695
Jones and Sons,Government,Approved,Home,(603) 982-2499,HR,samuel.davis@jones.com,True,TAX32415,DUNS,sv32554,Expired,"761 Jason Mews, Lynchstad, NY 95299-1064",761 Jason Mews,,Lynchstad,NY,USA,95299-1064,95299,1064
Miller and Sons,Government,Rejected,Mobile,(251) 315-4832,Support,laura.baldwin@miller.com,False,TAX48177,TIN,wh35769,Inactive,"15568 Jacob Via Suite 340, Suite 427, Territown, NE 31662-2814",15568 Jacob Via Suite 340,Suite 427,Territown,NE,USA,31662-2814,31662,2814
Washington PLC,LLC,Pending,Office,(258) 956-4018,Sales,tiffany.valdez@washington.com,False,TAX53918,LEI,PC82362,Inactive,"2412 Michael Lake Suite 176, Suite 210, West Tammie, MD 18503-8385",2412 Michael Lake Suite 176,Suite 210,West Tammie,MD,USA,18503-8385,18503,8385
