Name,CompanyType,Address,Phone_Type,Phone_Number,ValidationStatus,Email_Type,Email_Value,Email_Active,TaxID,Identifiers_Type,Identifiers_Value,Identifiers_Status
Newton PLC,Non-Profit,"53673 Marshall Path, Aaronmouth, OH, USA - 47060-9924",Fax,642-777-4094x51310,Validated,Support,william98@example.com,False,TAX25923,GST,LW18382,Inactive
Smith LLC,Private,"523 Peck Hollow Suite 083, West Davidtown, MH, USA - 88506-2805",Office,(876)578-0701x6140,Rejected,Sales,paigeflynn@example.org,True,TAX30060,GST,Xi47306,Active
"Smith, Hamilton and Wilkins",Government,"7123 Shaffer Dale Suite 061, Duffyfort, HI, USA - 91473-5601",Mobile,+1-570-493-6263,Validated,Personal,williamsgrace@example.com,False,TAX65028,LEI,uh49237,Active
Briggs Ltd,Partnership,"305 Castaneda Garden Suite 543, Kaiserfurt, CT, USA - 49619-8427",Home,610.448.0350x093,In Review,Business,edward67@example.com,True,TAX56965,TIN,EX94232,Inactive
Ware PLC,Public,"8237 Christopher Stravenue, East Beverly, MI, USA - 18969-2847",Mobile,423-361-3316x549,Approved,Personal,meghan20@example.net,False,TAX19913,TIN,QW94392,Inactive
Meyer PLC,Private,"039 Steven Locks, East Juanmouth, CT, USA - 65801-6313",Office,001-611-660-5057,In Review,Personal,robertroth@example.com,False,TAX52616,TIN,hZ90666,Inactive
Dunn Inc,Private,"38443 Michael Haven Apt. 461, Hunterland, MO, USA - 61359-1813",Mobile,(515)445-0378,In Review,Support,bakersuzanne@example.org,True,TAX56490,TIN,FS13235,Active
"Murphy, Jimenez and Stephenson",Public,"743 Laurie Brook Apt. 232, Riosberg, MO, USA - 20657-7892",Mobile,(417)539-5491x136,Pending,Support,vbowman@example.net,True,TAX42636,TIN,Wm97468,Active
Richardson-Watts,Partnership,"2597 Wright Key Apt. 241, Lisaville, GU, USA - 18020-1368",Mobile,7282790256,Validated,Sales,hendricksalejandra@example.net,False,TAX20525,LEI,en95697,Inactive
Brown PLC,LLC,"258 James Ferry, Michaelchester, PA, USA - 39384-1221",Fax,267.527.7601,Rejected,Personal,yjackson@example.com,True,TAX30052,DUNS,Eh96766,Inactive
Moreno Inc,LLC,"5297 Herrera Union Suite 641, Newtonmouth, IL, USA - 83624-7409",Home,+1-359-338-9073x26005,Rejected,Business,mathewmurphy@example.net,True,TAX32246,LEI,sO12974,Active
"Thompson, Wilson and Poole",LLC,"60374 Jason Dam Apt. 963, New Joe, MS, USA - 88336-5805",Fax,(977)320-6517,Approved,Business,william53@example.org,False,TAX71464,GST,On31872,Inactive
"Guerrero, Sawyer and Smith",Private,"675 Shelly Corners Apt. 475, Mistychester, PR, USA - 32245-9758",Mobile,873.601.4553x275,Approved,Business,vwhite@example.org,True,TAX91937,EIN,Mn01841,Inactive
Duncan-Miller,Public,"5627 Ramirez Fords Suite 695, Loriview, MP, USA - 34439-2126",Mobile,+1-827-574-4766,Approved,Personal,sthompson@example.com,True,TAX72638,PAN,Ld05217,Active
Costa-Porter,Partnership,"55778 Thomas Coves Suite 607, South Neil, NM, USA - 47182-7791",Office,6864533238,Validated,HR,grossmichael@example.com,True,TAX51745,GST,mo87294,Inactive
"Jordan, Dyer and George",LLC,"664 Brown Meadow Suite 895, Deborahstad, VA, USA - 66210-6890",Mobile,(441)252-5846,In Review,HR,sbraun@example.org,True,TAX80748,PAN,TI15740,Inactive
Bright-Barnes,Partnership,"605 Bryan Forge Suite 254, Schroederhaven, RI, USA - 74382-1349",Fax,295-651-0926x6092,In Review,Personal,rileygregory@example.org,False,TAX35153,TIN,jx23425,Active
Williams Group,Public,"6752 Jacobson Mount Suite 236, West Cindy, AL, USA - 83310-1166",Mobile,(393)470-5651,Approved,Support,bakerconnie@example.org,False,TAX11701,GST,Dz82288,Active
Thornton-Sanders,Partnership,"264 Susan Extension, East Jeffery, NY, USA - 82695-9507",Office,(985)894-9608x81013,Validated,Support,dcarlson@example.org,False,TAX33175,PAN,Mg95470,Inactive
Woods-Bennett,Government,"7708 Snyder Trail Apt. 365, Lake Jeromeport, CT, USA - 23708-8281",Office,872-658-3452x6569,Pending,HR,hunter45@example.com,True,TAX66923,PAN,vW83191,Inactive
Meadows Ltd,Public,"3663 Stout Ford, South Anthony, HI, USA - 42612-2605",Home,760.269.0887,In Review,HR,oscott@example.net,True,TAX52688,LEI,OC49712,Active
Gibbs Inc,LLC,"5800 Bonnie Plains Apt. 559, Robbinsbury, KY, USA - 75194-6359",Mobile,+1-263-630-7646x05214,Pending,Personal,jeffrey21@example.com,True,TAX86486,DUNS,Km55839,Inactive
Davis-Rodriguez,LLC,"7729 Haley Plaza, Stevenmouth, DC, USA - 36049-1510",Office,001-396-218-6564,Rejected,Personal,zchambers@example.com,True,TAX24891,LEI,rQ45858,Active
Mccormick-Davidson,Private,"28567 Fowler Drives Apt. 992, Port Julia, SD, USA - 11346-2537",Office,9922089098,Approved,Support,michelle04@example.org,True,TAX54404,EIN,IL28028,Active
Morrow Group,Non-Profit,"5937 Hunt Rapids Suite 278, Scottport, PW, USA - 75831-5530",Mobile,838-515-1844,Validated,Support,jacksonalyssa@example.org,True,TAX35511,LEI,nq22729,Active
Ramsey-Hawkins,Non-Profit,"0213 Anthony Oval Apt. 998, East Morganview, ID, USA - 90318-2598",Home,941-861-7240,In Review,Personal,kwu@example.net,False,TAX42801,PAN,Ef35662,Active
Barber-Atkinson,Partnership,"7934 Rivera Fields, Jessicaview, SD, USA - 54501-3564",Fax,(353)486-5757x11833,Pending,Sales,larsencrystal@example.com,False,TAX32047,LEI,mg79244,Active
"Hodge, Johnston and Chang",LLC,"325 Joseph Corner Suite 303, South Samantha, UT, USA - 10782-6775",Fax,+1-543-461-6768x4270,Pending,Sales,john46@example.net,True,TAX93150,EIN,mo65816,Active
Velasquez-Scott,Private,"440 Young Spurs, Port Williamshire, MS, USA - 41257-7937",Home,001-809-856-3887x28741,Validated,Support,stuartstacy@example.com,True,TAX69963,LEI,jk50861,Inactive
Hanson-Bryant,LLC,"023 Ward Crossing Suite 397, Port Scottchester, CT, USA - 82354-8942",Fax,+1-443-544-3633x189,Rejected,Sales,zwoodward@example.com,True,TAX50417,GST,JL77230,Active
Moore Ltd,Non-Profit,"4317 Justin Village Apt. 329, East Susanside, KY, USA - 12447-3523",Mobile,7257697841,In Review,Support,ohoffman@example.net,False,TAX82661,TIN,TF36170,Active
"Thompson, Watson and Marshall",Government,"654 Hector Roads Suite 467, Francisville, WI, USA - 99406-5508",Fax,352.461.7940,Pending,HR,cunninghamcharles@example.org,False,TAX21620,PAN,RZ70759,Active
"Dawson, Williams and Christensen",Government,"440 Santos Harbor Suite 537, New Melissafort, NJ, USA - 79031-3117",Fax,(479)355-7222x77386,Pending,Personal,ysmith@example.net,False,TAX80244,EIN,Vy58093,Inactive
"Wilson, Smith and Rodgers",Government,"5190 Mcmahon Keys Suite 507, West Michael, NH, USA - 38084-6779",Fax,+1-285-717-2287x401,Validated,Business,robinsontimothy@example.net,True,TAX39121,TIN,BF97055,Active
Perry-Peterson,Non-Profit,"332 Edward Terrace, North Elizabeth, MP, USA - 90652-4236",Office,243.590.0091x9238,Rejected,Sales,wallsveronica@example.net,False,TAX27615,EIN,zE78442,Active
Lewis-Hernandez,Public,"633 Gary Curve, North Joshua, ID, USA - 28953-8436",Mobile,214.340.6870,Pending,Support,richardarcher@example.com,True,TAX50108,GST,Yv49935,Inactive
Gilbert-Vaughn,Government,"752 James Vista, Mullinsberg, NE, USA - 38738-1553",Office,001-584-442-8563,Approved,Personal,parkerkenneth@example.org,False,TAX90955,DUNS,Jh77730,Inactive
"Snyder, Bean and Hayes",Partnership,"7739 Chad Station, Silvaland, MO, USA - 49986-5452",Home,001-398-310-1871x032,Approved,Sales,nicholas13@example.com,False,TAX42893,DUNS,xL94719,Inactive
"Carter, Mcintyre and Rodgers",Partnership,"129 Caleb Route Suite 358, New Loristad, UT, USA - 17713-7064",Fax,447.315.4273x1188,Pending,Sales,daniel57@example.net,False,TAX11908,LEI,WM94368,Inactive
Thomas-Figueroa,Partnership,"32406 Rodriguez Corner Suite 809, Ashleyburgh, CT, USA - 37873-6561",Fax,+1-781-517-9030,Approved,HR,uarias@example.org,False,TAX27701,DUNS,qi28210,Inactive
Gutierrez-Eaton,LLC,"68336 Adam Stravenue, Greenemouth, OH, USA - 65755-1451",Home,202-466-8489x1455,Validated,Support,vpowers@example.com,False,TAX70991,LEI,lM45856,Inactive
"Braun, Fletcher and Steele",Partnership,"667 Brown Knoll Suite 919, North Lindseybury, MT, USA - 94592-3326",Mobile,3258973000,In Review,Business,jennifer57@example.net,True,TAX23972,PAN,nG49395,Active
Moore-Davis,Public,"28643 Mary Stream, New Fernando, FL, USA - 75586-7008",Home,226.293.5593x9825,In Review,Support,schmidtjames@example.net,False,TAX13698,GST,VB67479,Active
Henry LLC,Government,"78489 Linda Ramp Suite 312, Danaberg, GU, USA - 21381-4757",Fax,802-650-6001x9712,Rejected,Personal,lindseyjuan@example.net,False,TAX87796,PAN,RS00483,Active
Brown-Wilson,Private,"393 Anderson Branch Apt. 750, Andrealand, PW, USA - 26117-3449",Home,001-882-633-3642x41922,Pending,Business,james82@example.org,True,TAX56785,EIN,qF41234,Active
Bradshaw Group,Non-Profit,"684 Amanda Drive Suite 610, Port Maria, MO, USA - 39622-6621",Fax,(263)879-6340,Rejected,HR,ronald90@example.com,True,TAX91054,EIN,PY10048,Inactive
"Ball, Hayes and Warren",Private,"964 Dennis Falls, Robertschester, KY, USA - 87024-5902",Home,342-627-0031x1337,Validated,Business,thomasjoseph@example.org,False,TAX94419,PAN,DL73657,Active
Foster-Hernandez,LLC,"7712 Kelly Ferry, Fosterbury, DE, USA - 63727-8679",Home,777.612.0686,Rejected,HR,brittanypeck@example.net,True,TAX38578,GST,cX49813,Inactive
"Chambers, Ward and Collins",Partnership,"54653 Gibson Harbor Suite 624, Larsenville, IN, USA - 30467-4797",Home,266-816-4492x902,Pending,Business,tonydaugherty@example.com,False,TAX79564,TIN,tU55586,Active
Perez-Cook,Government,"14694 Maddox Common Suite 507, Yangshire, GU, USA - 69268-2954",Fax,001-666-921-6797x100,Approved,Sales,dduncan@example.net,True,TAX10433,LEI,kZ57130,Active
Clark-Thomas,Partnership,"512 Austin Lodge, North Ethan, KS, USA - 88704-8462",Mobile,648-235-5867,Rejected,Personal,vingram@example.org,False,TAX72664,GST,hZ18784,Active
Pena LLC,Non-Profit,"6960 Howard Mountain Suite 164, Mullinsfurt, TN, USA - 31733-8009",Office,(429)211-1675x94462,In Review,HR,scotttodd@example.net,True,TAX67841,EIN,lf94065,Active
"Rogers, Howard and Coleman",Government,"933 Martinez Burgs Suite 457, East Matthew, KY, USA - 53652-3005",Home,921.867.2673x70951,Approved,Personal,everettkelsey@example.com,True,TAX64843,PAN,On04395,Active
Hartman-Parks,Partnership,"364 Kelly Villages, Port Jennifer, ND, USA - 43492-1864",Home,001-845-968-3433x74489,In Review,Sales,christopherdorsey@example.net,True,TAX37619,GST,OF89854,Active
Gomez and Sons,Public,"20993 Wanda Motorway Suite 065, Paulbury, MA, USA - 50581-3818",Mobile,001-352-887-6182x956,Approved,Business,halvarado@example.org,False,TAX89731,GST,Xi70867,Inactive
Mayer PLC,Partnership,"8694 Ward Unions Apt. 393, South Brittany, VI, USA - 78520-5210",Office,997-561-2764x38171,Approved,HR,jeffreygonzales@example.net,True,TAX50197,DUNS,Es47409,Active
"Goodwin, Thomas and Marsh",Public,"67941 Peters Knolls, Edwardsport, WY, USA - 94862-8152",Home,6848235158,Rejected,Personal,diane72@example.com,False,TAX44237,GST,cf49985,Inactive
"Thornton, Robbins and Whitaker",Public,"22526 Mark Views, Bruceland, SD, USA - 59556-2345",Mobile,(371)400-6488x51285,Pending,Business,dferguson@example.org,True,TAX15321,PAN,QL91696,Inactive
Boyer Inc,Partnership,"39384 Michael Spring Suite 650, Suzanneside, DC, USA - 17782-1121",Fax,823.979.3805,Validated,Support,brooke49@example.org,False,TAX29623,LEI,uL95190,Active
Tyler-Garrett,Public,"814 Derek Locks, Heberthaven, DE, USA - 69161-2262",Office,+1-917-926-7969,In Review,HR,fletchermicheal@example.net,False,TAX53495,DUNS,sr28930,Active
Newman-Morgan,Private,"26019 Chelsea Locks Apt. 453, Crawfordmouth, AK, USA - 43032-5957",Fax,001-710-901-6078x85544,Validated,Sales,christopher03@example.org,True,TAX83141,TIN,SH66328,Active
Hernandez PLC,LLC,"85390 Adams Knoll Suite 046, Lake Reneeview, VT, USA - 76515-5659",Fax,(577)848-3490x917,Rejected,HR,elizabeth43@example.net,True,TAX33497,TIN,nv02731,Active
Holt Ltd,Private,"8287 James Plain, East Christinaside, OR, USA - 98953-1072",Mobile,698.941.6010,Pending,Support,mfoley@example.net,False,TAX44248,GST,fT99419,Active
Hunter PLC,Public,"15775 Sims Lane, Robertport, NE, USA - 41592-9069",Office,2517384895,Pending,Personal,rebecca18@example.org,False,TAX21566,EIN,Kf24473,Active
Nguyen Group,Private,"631 Michelle Gardens, North Jason, GA, USA - 49895-8902",Mobile,935-627-8233,Rejected,HR,john80@example.com,True,TAX71496,TIN,bs32974,Inactive
"Brown, Massey and Murphy",Partnership,"83472 Suzanne Island, Dianaview, DE, USA - 51702-6914",Fax,6435125059,Pending,HR,ryansanchez@example.org,False,TAX62184,DUNS,oy74521,Inactive
Winters Inc,LLC,"854 Susan Ridge Suite 990, West Patrickton, AK, USA - 28780-6923",Mobile,001-352-343-6236x734,Approved,Personal,alyssa93@example.net,False,TAX25404,EIN,IO41087,Active
Trevino Inc,Non-Profit,"083 Frye Crescent, Port Jenniferbury, MN, USA - 23015-5088",Office,3337523682,Approved,Personal,humphreytamara@example.org,False,TAX79513,EIN,GR40710,Inactive
Hatfield-Stevens,Partnership,"8693 Hardy Burg, East Lauraport, VA, USA - 75844-1569",Mobile,5037076327,In Review,Support,webbkevin@example.com,True,TAX77977,LEI,Xi88051,Inactive
"Woods, Smith and Kennedy",Partnership,"7779 David Fall, Cherylburgh, FM, USA - 89922-2943",Home,6657299746,In Review,Support,obrienalison@example.org,False,TAX29959,GST,fX34710,Inactive
Blevins LLC,Non-Profit,"13848 Jacobs Lane Apt. 532, Bethview, WA, USA - 52711-8174",Mobile,001-437-851-2161,Approved,Sales,floresmichael@example.net,True,TAX64283,GST,fK24731,Inactive
Harris-Kelly,Public,"679 Pamela Well Suite 825, Stevenville, RI, USA - 27564-9272",Home,(254)589-0904,Validated,Support,peterscheryl@example.com,True,TAX31615,GST,YA50561,Inactive
Holmes Inc,Private,"128 Anderson Shoals Apt. 345, North Patrick, MN, USA - 70088-5311",Office,001-581-605-2250x4981,Validated,Support,fernandezxavier@example.org,False,TAX32843,GST,Oi45005,Active
"Myers, Thomas and Tucker",Public,"33163 Maria Harbor, Hunterside, MA, USA - 21231-1815",Mobile,(448)559-5548,Validated,Personal,delgadomolly@example.org,True,TAX18826,EIN,jV62305,Active
Allen Group,Partnership,"26645 Seth Highway, West Katherine, WA, USA - 46903-9494",Home,357.519.1823x034,In Review,HR,sburnett@example.org,True,TAX72919,EIN,mp87625,Active
Carter-Davis,Public,"4289 Ramirez Mountain Apt. 905, Port Anthony, OR, USA - 86928-9260",Fax,001-987-329-3554x10381,Approved,Support,monica15@example.com,False,TAX88703,GST,Pt81568,Active
"Harper, Jordan and Miller",LLC,"1620 Atkinson Ferry, New Lisaville, KS, USA - 49944-9946",Home,001-282-719-5145,Pending,Support,murphyashley@example.org,True,TAX86701,PAN,AA73372,Active
Curtis-Fernandez,Government,"2771 Smith River Apt. 747, South Anthony, OR, USA - 84816-3528",Mobile,537-544-5877x90203,In Review,HR,amy59@example.net,True,TAX83958,GST,IA57020,Inactive
Rhodes PLC,Private,"62043 Jones Parks Apt. 860, Hollandmouth, NC, USA - 53840-3433",Office,+1-946-338-6186x53168,Rejected,Business,nguyenkristen@example.net,False,TAX25858,GST,FW97989,Inactive
"Rubio, Johnson and Mccarthy",Public,"409 Eugene Mews Apt. 156, Brewerside, CT, USA - 85296-7749",Fax,001-281-629-9768x6368,Rejected,HR,kristen95@example.com,True,TAX86066,LEI,Nl69905,Active
Gordon-Vaughan,Partnership,"00238 Douglas Park Suite 531, New Shannon, MP, USA - 24212-5272",Mobile,(946)228-7607,Rejected,Business,stewartjacob@example.net,True,TAX10392,PAN,zS21378,Inactive
Mccoy Ltd,Private,"26394 Spence Spur Suite 133, Port Tarashire, PA, USA - 89806-2801",Fax,001-246-684-5701x00748,Pending,HR,victorbailey@example.com,False,TAX51073,DUNS,wk68339,Inactive
Jenkins-Mccall,Government,"810 Nicholas Ports, Williamsside, ND, USA - 13440-4277",Office,8398291956,In Review,HR,jeff92@example.net,True,TAX68102,GST,lf27930,Inactive
"Kim, White and Miller",Public,"93068 Lopez Vista Apt. 469, West Sara, MD, USA - 31768-1539",Office,294.770.6320x3048,Approved,Support,ballardderrick@example.com,False,TAX35014,LEI,oS00114,Active
Hart PLC,Partnership,"542 Jones Ford Apt. 360, Ronaldborough, MP, USA - 82946-2038",Mobile,001-878-984-6733x45806,In Review,Sales,transhawn@example.org,True,TAX38643,GST,aQ54496,Inactive
"Walker, Gutierrez and Bruce",Non-Profit,"429 Robinson Way Apt. 764, New Haleymouth, TN, USA - 42842-8864",Home,475.551.6263,Pending,HR,zacharymendoza@example.net,True,TAX66511,PAN,IC51031,Active
"Brown, Fowler and Cherry",Public,"103 Watts Canyon, Murilloburgh, GA, USA - 24545-4113",Office,001-853-306-0247,Pending,Sales,bradley56@example.com,True,TAX27328,DUNS,Sf61443,Inactive
Anderson-Conley,Government,"91595 Randall Burgs, South Carolynside, AK, USA - 17932-2605",Fax,3379381510,Validated,Sales,jeremyward@example.net,True,TAX26702,DUNS,mP82921,Active
Chambers-Gonzales,Private,"6990 Ramos Club Apt. 009, Thomasfurt, WI, USA - 20648-2663",Fax,+1-959-814-3527x390,Pending,Support,jacqueline37@example.net,False,TAX62616,DUNS,aG00410,Active
Doyle-Figueroa,Private,"253 Denise Mission, Faulknerton, KS, USA - 60248-6263",Mobile,4696687067,Pending,Sales,robert22@example.net,True,TAX65670,TIN,oa40266,Inactive
Bray Inc,Government,"13518 Daniel Heights, Chambersmouth, WA, USA - 53887-8177",Fax,(596)512-0591,Approved,Sales,charlene20@example.net,True,TAX23536,EIN,cb79038,Inactive
Frank-Mitchell,Private,"3155 Victoria Groves Apt. 638, Lozanoville, AZ, USA - 55207-1438",Fax,254-467-8343,Approved,Business,fwilson@example.com,True,TAX49657,EIN,sS70807,Active
Ramirez-Bryan,Non-Profit,"61121 Yvette Causeway, Brownport, DC, USA - 21846-1269",Home,(709)908-9574,Approved,Support,heatherwright@example.com,True,TAX94179,DUNS,qx55457,Inactive
Gross PLC,Partnership,"384 Mary Springs, South Anthony, NY, USA - 72940-5750",Mobile,6694013823,Pending,HR,gregory78@example.net,False,TAX65761,EIN,Tp92393,Inactive
Rojas-Ross,LLC,"4814 Susan Brook, South Shawn, NV, USA - 52192-3530",Home,465.606.2782,Validated,Support,annettehanson@example.net,True,TAX46074,TIN,Ui30030,Inactive
"Reed, Macias and Kelley",Partnership,"9311 Eduardo Extensions, Levyfort, WI, USA - 16976-3125",Mobile,582-228-7289,Validated,Business,rachel65@example.com,True,TAX99029,GST,JU98012,Inactive
Murillo-Thompson,Private,"80519 Rodriguez Mission Suite 151, Hernandezberg, MP, USA - 71389-9600",Mobile,880.862.5324x1112,In Review,Sales,evansjeremy@example.net,False,TAX87080,EIN,oa57842,Active
"Parker, Parker and Allison",Partnership,"473 Sloan Locks, Port Deniseton, MP, USA - 39508-8415",Office,+1-481-712-5262,Approved,HR,josephdurham@example.com,False,TAX94270,EIN,zf11322,Inactive
"Finley, Lee and Stewart",LLC,"1188 Lynn Land Suite 683, Joannbury, GU, USA - 47363-8970",Office,001-995-634-7859,In Review,Personal,james86@example.com,True,TAX25695,EIN,YB52665,Inactive
Barton PLC,Partnership,"2506 Perez Gardens Suite 530, Kennedytown, PR, USA - 23258-6931",Mobile,711-280-4512x5460,In Review,Personal,daniellestevens@example.net,False,TAX94107,LEI,NK73586,Active
Barker-Kim,LLC,"15385 Morgan Glens Suite 665, Mcclureville, TN, USA - 38760-5489",Fax,996.277.8636,Rejected,Personal,matthewmolina@example.org,False,TAX37559,DUNS,XB75007,Active
Smith-Henderson,Partnership,"6496 Amy Plain Apt. 215, Torresstad, MN, USA - 79637-3683",Office,001-990-750-2074,Rejected,Support,thompsonkatherine@example.net,True,TAX13907,EIN,vu86080,Inactive
Brown Ltd,Government,"671 Mcgee Fort Suite 783, Karenburgh, TX, USA - 49110-4494",Office,+1-432-330-1380,Approved,HR,mollyrice@example.org,False,TAX28867,GST,DI25866,Active
Dunn-Gregory,Government,"81652 Douglas Ferry, Richardmouth, ID, USA - 29192-9561",Office,(449)467-0684,Validated,Personal,nlevine@example.net,False,TAX81481,EIN,gY30869,Inactive
"Barrett, Perez and King",Partnership,"450 Harris Locks Apt. 271, Rodriguezfort, ME, USA - 53373-8290",Office,691.864.4330x272,In Review,Support,garciaronnie@example.org,True,TAX84408,PAN,ml43153,Active
Miller PLC,Private,"358 Chapman Loop, Anaport, HI, USA - 70098-2045",Home,734.461.1415x23620,Validated,HR,kristin13@example.net,False,TAX51576,DUNS,uw27276,Active
Moore Ltd,Government,"1939 Keith Square Suite 237, New Heidi, DE, USA - 39448-9130",Fax,623.870.7846,Validated,HR,gmanning@example.org,True,TAX71309,GST,uj42587,Active
